-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000
-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,6.049161,5.995919,-999999.000000,-999999.000000,-999999.000000,-999999.000000,5.537175,5.341621,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000
-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,6.630507,6.608020,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,6.205307,6.161144,6.101687,6.045789,6.000378,5.950848,5.869107,5.689289,5.462498,5.309209,5.268855,5.271485,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000
-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,6.736301,6.727994,6.710492,6.683643,6.651910,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,6.273046,6.220721,6.159499,6.105114,6.045848,5.966300,5.869664,5.687940,5.506957,5.450748,5.501721,5.550781,5.572740,5.586383,5.606032,5.617232,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000
-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,6.829172,6.830399,6.828472,6.813395,6.788282,6.760316,6.725500,6.683649,6.642922,6.598483,-999999.000000,-999999.000000,-999999.000000,-999999.000000,6.378040,6.328950,6.269527,6.203644,6.123670,6.029212,5.930567,5.820754,5.672528,5.575786,5.624838,5.753859,5.810186,5.824236,5.843889,5.871977,5.887344,5.866389,5.833434,5.769491,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000
-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,6.932635,6.931154,6.918007,6.900185,6.879587,6.853271,6.822852,6.779915,6.736335,6.692448,6.639504,6.590709,6.539468,-999999.000000,6.448020,6.400269,6.339809,6.267617,6.181633,6.072354,5.954520,5.873280,5.818650,5.777362,5.790194,5.872345,5.938638,5.971946,5.996131,6.015097,6.008062,5.974977,5.945261,5.912519,5.879110,5.861825,5.827912,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000
-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,7.016471,7.023190,7.017526,7.007823,6.994051,6.970941,6.939578,6.903612,6.863521,6.824563,6.781123,6.726229,6.672608,6.623069,6.568915,6.511424,6.458027,6.398593,6.326267,6.235279,6.125409,6.018699,5.951702,5.914746,5.915128,5.964260,6.029580,6.060756,6.076344,6.105722,6.130003,6.114064,6.070965,6.039129,6.005820,5.964051,5.942231,5.933435,5.912161,5.888141,5.862345,5.799803,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000
-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,7.101348,7.109091,7.110320,7.099516,7.083242,7.059714,7.022511,6.982413,6.940409,6.896687,6.851211,6.801506,6.747069,6.693716,6.639628,6.581826,6.519243,6.446121,6.367798,6.281499,6.193541,6.120468,6.066456,6.061856,6.095592,6.130411,6.155310,6.179566,6.190755,6.198016,6.204373,6.188708,6.152756,6.117750,6.083025,6.047529,6.024497,6.008988,5.995367,5.982601,5.964334,5.935287,5.908691,5.893083,5.853403,-999999.000000,-999999.000000,-999999.000000
-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,7.194980,7.203074,7.198070,7.173877,7.147256,7.128366,7.105835,7.069779,7.019174,6.967193,6.918893,6.866859,6.812258,6.752570,6.694331,6.639231,6.575649,6.497816,6.414985,6.334837,6.266413,6.222580,6.206851,6.223168,6.250172,6.270880,6.288272,6.294108,6.289556,6.287667,6.284623,6.263458,6.232961,6.196069,6.160250,6.128644,6.098462,6.080098,6.077429,6.079668,6.066150,6.029748,5.991200,5.969364,5.948085,5.950624,6.021510,6.091630
-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,-999999.000000,7.278104,7.294413,7.292128,7.276875,7.253663,7.226453,7.197835,7.166617,7.129330,7.087365,7.042759,6.994002,6.938571,6.877482,6.814668,6.752867,6.688411,6.618776,6.551817,6.490667,6.425261,6.372787,6.359134,6.349241,6.350689,6.364162,6.371006,6.367049,6.366069,6.368601,6.368394,6.359062,6.335448,6.298978,6.264493,6.230413,6.191666,6.161572,6.150860,6.151373,6.150376,6.142973,6.131916,6.126031,6.126288,6.142456,6.202446,6.288840,-999999.000000
